#     frames       t (s)     x (pxl)     y (pxl)           f         u02         u20         u11
       112.0        56.0   61.098507  129.240875     1.50377    5.354489    8.946388   -2.007489
       113.0        56.5         nan         nan         nan         nan         nan         nan
       114.0        57.0   62.163048  128.675934    2.693905    5.849843    6.458627    0.103995
       115.0        57.5   61.919769  129.426727    1.474211    3.674274    9.224492    1.330459
       116.0        58.0    61.83828  128.085556    2.555768     6.05769    7.162156    0.185999
       117.0        58.5   61.461391  128.444565    1.815761    10.61914    9.908348    4.922443
       118.0        59.0   61.661079  128.295441    2.433261    7.774638    7.151568   -2.118336
       119.0        59.5   63.069805  128.527817    1.975489    9.237179   27.509609    1.051291
       120.0        60.0   61.748608   128.67775    2.167578    4.996646   12.013203    1.961849
       121.0        60.5   61.532337  128.244568    4.105583    8.432713   12.291559    0.024714
       122.0        61.0   62.130318  128.367737    3.662228    9.254317   10.172476    0.627058
       123.0        61.5   62.278831  128.509933    3.555537    12.72497    7.762214    1.427127
       124.0        62.0   61.710762  129.275009    3.062699   11.079589   22.416723   -0.035541
       125.0        62.5   63.199375  128.557877    3.467402    8.774012    13.48271   -2.198924
       126.0        63.0   63.381386  129.130341    3.677925    8.346315    9.188422   -0.346498
       127.0        63.5   63.202393  128.770554    4.667088   10.593517   17.657248    3.111132
       128.0        64.0   62.901951  128.601288    3.573994   10.689172    6.541913   -0.193203
       129.0        64.5   61.978813  128.729965    3.840882      9.0461   17.081572    1.410309
       130.0        65.0    63.05027  128.195892    4.628332   12.031776   11.638644    0.956943
       131.0        65.5   61.292385  128.588379    3.282192    9.758519   13.004262    1.168038
       132.0        66.0   63.017262  128.939178    4.744378    9.786364   14.450738   -1.116866
       133.0        66.5   62.594425  129.306931    5.718912   12.975428   20.026159   -1.443788
       134.0        67.0   61.647869  128.542923    4.346916   17.931339    17.16963   -5.861517
       135.0        67.5   59.552132  128.502853    4.452273   14.723801    12.13022   -2.189178
       136.0        68.0   59.518097   128.67981    6.068297   15.455279   15.991276     0.50295
       137.0        68.5   60.140827  129.278046    4.395603   11.809656   16.103607    1.702748
       138.0        69.0   61.139851  128.896149    7.506551   18.144766   18.802958    0.087256
       139.0        69.5   60.565319  128.898727    7.358674   15.894092   22.752865    3.297626
       140.0        70.0   60.628242  129.174194    7.190807    16.84152   21.318197   -1.259277
       141.0        70.5   59.763535    129.5849    5.571781   16.379293    16.09483   -0.192822
       142.0        71.0   60.113548  129.797195    4.046884    8.112681   14.911231    0.429712
       143.0        71.5   61.962288   128.62175     4.47074   13.427669   13.484787    4.471291
       144.0        72.0   60.805878  129.026398    2.340617   19.367561    9.239251    3.762902
       145.0        72.5    65.03894  128.462631     1.97891    6.643834    6.159891   -0.653863
#-----------------------------------------------------------------------------------------------
# experiment: ./TRAJECTORIES
# path: /Users/andreapicco/Google Drive/RESEARCH/TRACKING/Automated_Tracking/TEST/AP2_MOVIE_2/./TRAJECTORIES
# file: trajectory_000236.txt
# dataset: Traj_3_Macro_pDC_Left_Mid_AP2_GFP_LP_fr_600_i_0.5_Airyscan Processing_BG_BL_JTC.txt
# t_unit: s
# delta_t: 0.5
# coord_unit: pxl
# intensity_normalisation: None
