#     frames       t (s)     x (pxl)     y (pxl)           f         u02         u20         u11
       136.0        68.0  378.353394  114.559883    1.074454    6.249664    2.803964   -1.684103
       137.0        68.5         nan         nan         nan         nan         nan         nan
       138.0        69.0   381.92099  112.839264    2.133966     8.25925   15.288444   -5.060791
       139.0        69.5  383.229828  112.486351    1.285939    9.522564    4.472677   -1.259779
       140.0        70.0  380.709747  110.673378    1.895992      4.5565    5.024256   -0.250122
       141.0        70.5  379.429657  112.177841    2.899566    11.15443   12.991655   -4.259818
       142.0        71.0  380.240601  111.898941    1.576847    4.716006    6.179992   -0.264597
       143.0        71.5  380.338013   111.87075    2.687457   10.322925     7.48588    0.551137
       144.0        72.0  380.727692  112.810387    3.905708    8.399524    9.750132   -0.325706
       145.0        72.5  380.139893  112.294418    3.689912    9.313731   11.065784    1.246021
       146.0        73.0  380.132385  112.233246    4.043116    8.664734    8.549251    0.266097
       147.0        73.5  379.716797  111.671272    4.040788   17.223734   11.003987   -2.797451
       148.0        74.0  380.302368  112.155762    4.340312   14.097224    8.709284    1.065037
       149.0        74.5  381.161407  111.987267     2.88413    7.949657   13.351107   -3.438716
       150.0        75.0  380.613159  112.407806    4.660574   12.684064   14.199146   -1.384864
       151.0        75.5  379.144287  112.087532    4.453054   11.957395   10.569387    0.541963
       152.0        76.0   379.58429  112.687477    5.119297   18.613964    14.97644    1.627736
       153.0        76.5  379.734528  111.922989    3.808423    9.114896   21.224823    0.079376
       154.0        77.0  378.817291  112.166916    4.923463   14.250802   12.903176   -0.090312
       155.0        77.5  378.116577  111.967918    4.622958   10.383236   16.432768   -1.173866
       156.0        78.0  379.461823  112.094116    5.532606   17.962172   16.206123    0.446413
       157.0        78.5  378.922302   112.65596    4.925814   13.909705    22.12956    5.227783
       158.0        79.0  378.658386  112.329979    5.885283   19.213968    17.56184   -4.728081
       159.0        79.5  378.413605  112.566559    5.175178   15.763688   14.303658     1.82703
       160.0        80.0  379.459015  113.057243    4.633688   12.976287   11.369653    0.317598
       161.0        80.5  378.760651  113.482216    5.477318   18.640347   20.182016   -2.264952
       162.0        81.0  378.941711  113.059181    7.089724   21.739992   17.292515    2.096038
       163.0        81.5  378.906372  113.348984    5.845053   17.909294    13.57119   -1.884754
       164.0        82.0   378.70755  113.189232    7.668146    20.02619   18.985743    0.066746
       165.0        82.5  378.822388  113.834267    6.076223   19.770082    22.94322    2.077288
       166.0        83.0    379.4216   113.51252    7.046757   25.886417   19.091078    5.174875
       167.0        83.5  378.895721  113.482384    7.010485   26.151884   14.712163     0.95404
       168.0        84.0  378.811554  113.038681    6.130094   16.131092   20.491945    0.527278
       169.0        84.5  378.503632  113.109947     6.33485   17.308247   19.276567   -1.688344
       170.0        85.0  379.109772  113.028542    6.879276   15.808048    20.92248    0.149332
       171.0        85.5  379.468567  112.122635    5.365681   17.413429   23.594208   -4.647394
       172.0        86.0  378.559845   112.33667    8.760269   28.365015   25.529129   -2.176183
       173.0        86.5  377.824554  111.839867    7.482388   22.054092   18.179873   -2.588207
       174.0        87.0  378.641418   112.17305    6.421274   16.577608   14.690827   -0.880724
       175.0        87.5  378.314148  112.222786    5.403343   14.202262   13.296212    0.183245
       176.0        88.0  378.939026  112.207947    2.596755    6.766384   10.007073   -1.153724
#-----------------------------------------------------------------------------------------------
# experiment: ./TRAJECTORIES
# path: /Users/andreapicco/Google Drive/RESEARCH/TRACKING/Automated_Tracking/TEST/AP2_MOVIE_2/./TRAJECTORIES
# file: trajectory_000263.txt
# dataset: Traj_3_Macro_pDC_Left_Mid_AP2_GFP_LP_fr_600_i_0.5_Airyscan Processing_BG_BL_JTC.txt
# t_unit: s
# delta_t: 0.5
# coord_unit: pxl
# intensity_normalisation: None
