#    frames      t (s)    x (pxl)    y (pxl)          f        u02        u20        u11
       71.0       35.5  50.148319  97.521599   2.344906  10.526232  11.983853  -0.590806
       72.0       36.0    49.7668  97.347633   3.022482   7.784972  11.867589  -1.260897
       73.0       36.5  47.745106  97.060173   2.481866  16.269205   9.079902    -1.7481
       74.0       37.0  48.156918  98.318962   2.348647    6.40485  10.201576   0.008805
       75.0       37.5  48.585297  96.771942   1.639846    8.53488  16.788864    4.89325
       76.0       38.0   48.99519  97.581032   4.316412  16.216925   9.864557   0.440883
       77.0       38.5  48.361721  96.599648   4.027348  11.397139  14.212421   -0.31452
       78.0       39.0  48.327755   97.56604   3.638125  10.394731   8.947624  -0.998801
       79.0       39.5  48.280193  97.891129   4.095733   9.838609  12.678639   1.358117
       80.0       40.0  49.957054  97.830727    2.78918   7.266144  12.649817   2.851349
       81.0       40.5  49.289501  98.237434   3.466024  13.728872  12.820486  -4.126574
       82.0       41.0  49.812683  97.587021   2.831204  17.415728  11.088611  -1.451912
       83.0       41.5  49.224808  99.537491    2.98107  18.498877   9.670395  -4.709148
       84.0       42.0  49.422596  98.399628   5.573088  16.926085  13.796309   0.918038
       85.0       42.5  50.396046  98.323471   3.332643   10.49781  21.416729   -5.23767
       86.0       43.0  49.766354  98.284111   3.834056  11.657966  12.387073  -3.016826
       87.0       43.5  50.262367  98.987823    5.14758  15.304121  15.735373   -1.83321
       88.0       44.0  49.943932  98.284729   3.568544  13.046736  18.784754  -2.914781
       89.0       44.5  49.938046  97.952118    4.40788   10.91285   16.46932  -0.821522
       90.0       45.0  50.096405  98.044884   4.714078  16.852869  10.528133   0.920335
       91.0       45.5  49.759171  98.721695   4.871549  18.372812  11.774138   2.748748
       92.0       46.0  50.416611  98.690598   4.600503  15.814216  15.721801  -0.247844
       93.0       46.5  51.313564  98.908958   5.242874   15.74707   14.52011   0.552319
       94.0       47.0  50.935081  98.041122   6.472378  20.545258  16.641912  -2.767386
       95.0       47.5  50.760567  98.068642   6.099206   19.75312  16.342707  -4.957812
       96.0       48.0  50.121788  98.217529   5.104653  15.952778  13.168455  -1.045922
       97.0       48.5  50.728592  98.045555   5.249351  13.875501  20.116831  -1.699113
       98.0       49.0  49.688934  99.007942   3.762002  14.347906  14.722832  -3.860913
       99.0       49.5  49.900272  98.460678   4.521006  11.636176  16.194576  -3.716643
      100.0       50.0  50.465878  98.487267   5.379092  34.050571   18.85603  -5.380116
      101.0       50.5  48.869595  99.215439   3.070936  11.164378  11.310628  -3.847442
      102.0       51.0  48.611588  97.921936   5.141594  18.520983  25.024931  -1.177655
      103.0       51.5  50.531189  98.413078   4.217239  32.204273  15.907142   -0.20718
      104.0       52.0  51.737202  98.956894   3.702161  42.100006  19.249434  -9.177764
      105.0       52.5  56.818172  98.774605   4.353718  49.013824  34.722591  31.475536
#---------------------------------------------------------------------------------------
# experiment: ./TRAJECTORIES
# path: /Users/andreapicco/Google Drive/RESEARCH/TRACKING/Automated_Tracking/TEST/AP2_MOVIE_2/./TRAJECTORIES
# file: trajectory_000175.txt
# dataset: Traj_3_Macro_pDC_Left_Mid_AP2_GFP_LP_fr_600_i_0.5_Airyscan Processing_BG_BL_JTC.txt
# t_unit: s
# delta_t: 0.5
# coord_unit: pxl
# intensity_normalisation: None
