#    frames      t (s)    x (pxl)    y (pxl)          f        u02        u20        u11
       39.0       19.5   84.23275   57.03616    2.07176   7.174794  10.182544    -0.1199
       40.0       20.0  84.290398   56.09911   1.262109   4.755383   3.483242  -1.681397
       41.0       20.5        nan        nan        nan        nan        nan        nan
       42.0       21.0    83.2183   56.85368   1.825711   3.131504   3.988379  -0.161149
       43.0       21.5  83.043167  57.547001   2.123933     4.7924    7.28363   -1.48528
       44.0       22.0  83.068504  57.370899   2.452521   5.038474  10.413749  -1.857474
       45.0       22.5   83.05941  57.634315   1.263665   6.259662    5.18949   2.472007
       46.0       23.0  82.368919  57.650738    1.80341   9.222247   8.063706   1.801055
       47.0       23.5  83.053047  57.639851   2.321876  16.806755  12.757061   5.854608
       48.0       24.0  83.066902  57.385746   2.837165   7.381383   14.18784  -2.499592
       49.0       24.5        nan        nan        nan        nan        nan        nan
       50.0       25.0  84.092491  57.815994   2.489234   5.562604  19.596315   0.287262
       51.0       25.5  82.650581  57.512932   1.902128  12.354845   9.200967   3.533829
       52.0       26.0  82.192726  58.247532   2.795902   5.984322   8.989869  -1.644739
       53.0       26.5  82.189522  58.000736   2.701722   6.741469   19.21043  -3.378079
       54.0       27.0  81.219864  58.992817   1.978343   5.748649   6.083171  -1.332192
       55.0       27.5  82.100937  58.395985   1.481078   4.419309    4.75147   0.588784
       56.0       28.0  82.427193  57.897625   3.353772   9.112387   12.54469    2.92324
       57.0       28.5  82.306595  58.414997   2.760183    5.84317   8.314329  -0.375212
       58.0       29.0  83.488022  57.869892   3.163998  10.479961  10.150493  -0.091748
       59.0       29.5  83.351707   57.88242   4.364983   8.434682  11.569344  -0.546855
       60.0       30.0  83.817642  58.304459   3.029177   7.611355   9.926309  -0.008594
       61.0       30.5  83.481224  57.201199    3.00364   5.292364  13.065226   0.031095
       62.0       31.0  83.316849  58.356052    5.34489  14.816765  14.805111   2.524074
       63.0       31.5  82.125099  57.852711   5.864318  13.385137  17.905914  -1.988541
       64.0       32.0  82.413589   58.31176   6.052807  15.665597  16.928095  -1.545544
       65.0       32.5  81.600426  58.580173   4.403321   10.61759  17.829548   3.013848
       66.0       33.0  82.106613   58.60207   5.230294  11.049078  14.378164  -0.049834
       67.0       33.5  82.154198  58.121281   3.813177   8.028759  10.100737  -0.154915
       68.0       34.0  81.225662  59.935734   4.316843  11.560568  16.461866   3.690332
       69.0       34.5  82.627014   58.49585   6.283503   15.29461  19.489296  -0.522426
       70.0       35.0  83.129379  58.421253   4.541001  13.185923  12.126544   0.499647
       71.0       35.5  82.603409  58.178272     5.5613  11.173557  20.290012   1.447178
       72.0       36.0  82.717026  58.982121    6.23174  13.290593  30.339727   0.978778
       73.0       36.5  83.165123  58.466606   3.716815   9.888732  12.019454   1.608972
       74.0       37.0  82.419098  58.689198   4.497069  10.177959  20.300344   2.105774
       75.0       37.5   82.21978  58.395737   4.888258  12.366354  15.799617  -1.539233
       76.0       38.0  82.436356  59.022209   3.842093  10.611401  12.856724  -3.285589
       77.0       38.5   82.52269  58.677174   5.776656  12.938192  28.432383  -1.126359
       78.0       39.0  81.689964  58.742371   5.498992  12.867724  20.344862   1.019668
       79.0       39.5  81.208809  58.792072   5.937949  13.429315  23.579681  -4.006068
       80.0       40.0  80.110794  59.403042   8.384218  31.091301  17.897512   1.824614
       81.0       40.5   79.09803  59.934055   7.271526  15.736407  20.643347    1.66896
       82.0       41.0  78.818756  60.023975   6.741746  17.645672  22.747877  -1.295735
       83.0       41.5  79.552101  59.927143   5.701067  12.552488  21.767681   0.773015
       84.0       42.0  79.473541   60.21365    7.08672  16.879185  22.715111    1.41955
       85.0       42.5  79.454956  60.446068   6.957707  19.831553  18.915743  -0.369967
       86.0       43.0  79.594269  60.524422   8.147397  24.140116  23.209118  -2.518921
       87.0       43.5  79.618591  60.332401   8.612202  25.005384  28.161627  -4.279119
       88.0       44.0  79.243439  60.522346   7.199795  17.795176  20.012753   2.490438
       89.0       44.5  80.382706  60.498745   4.926463  23.269798  18.470177   1.859175
       90.0       45.0  80.314796  59.877983   6.424195  13.907401  17.646818    2.00779
       91.0       45.5   80.18322  59.757042   7.002071  15.286375   19.66555   0.079173
       92.0       46.0  81.714935  59.660316   5.463358  15.458778  25.352388  -2.831415
       93.0       46.5  81.363968   59.38554   3.630036  11.664696    8.79353  -1.069658
       94.0       47.0  81.780159  60.748608   4.297741  18.025181  11.318748   2.720616
       95.0       47.5   81.35067  59.726696   3.510471  11.812791   9.723908  -0.029952
       96.0       48.0  81.708534  58.568295   3.218482   6.516863   13.28528    2.04658
       97.0       48.5  80.103859  58.577938   1.400961  17.127741   3.041328   0.212771
#---------------------------------------------------------------------------------------
# experiment: ./TRAJECTORIES
# path: /Users/andreapicco/Google Drive/RESEARCH/TRACKING/Automated_Tracking/TEST/AP2_MOVIE_2/./TRAJECTORIES
# file: trajectory_000141.txt
# dataset: Traj_3_Macro_pDC_Left_Mid_AP2_GFP_LP_fr_600_i_0.5_Airyscan Processing_BG_BL_JTC.txt
# t_unit: s
# delta_t: 0.5
# coord_unit: pxl
# intensity_normalisation: None
