#    frames      t (s)    x (pxl)    y (pxl)          f        u02        u20        u11
       37.0       18.5  65.516373  90.369942    1.71642   8.451654  14.157987  -0.295359
       38.0       19.0  65.802727  90.203552   1.450673  10.984486   5.174297    -3.5747
       39.0       19.5  65.771111   92.11232   2.431542   7.297018   6.352586  -1.326567
       40.0       20.0  65.045166   91.32177   1.356777   4.581626   4.779768   0.139372
       41.0       20.5  64.045128  91.342384   2.467434   6.572822  15.755009    -0.7826
       42.0       21.0  65.023888  91.823402   2.525936   6.531884  13.881017  -3.054062
       43.0       21.5  65.105721  91.010399   2.043184   6.764902   8.144506  -0.907232
       44.0       22.0  65.187996  92.732704   2.873474   7.956588  11.141877  -0.828865
       45.0       22.5  64.909782  92.081726   2.763836   8.080099   8.470375   1.287881
       46.0       23.0  63.538292  91.442108    2.36785   7.030037  17.775274  -2.444167
       47.0       23.5  64.427986   91.23027   2.426109   6.452692  12.230383  -0.667973
       48.0       24.0  64.266029  92.023773   3.227388   8.622501  14.908755  -2.824631
       49.0       24.5  65.679756  91.447563   2.443957  13.383285   6.030722   2.112665
       50.0       25.0  65.427834  91.433853   2.546162   6.298601  12.813865  -0.394912
       51.0       25.5  63.361687  92.356529   3.475742    8.86554  12.291802  -0.315499
       52.0       26.0  64.699791  90.557907   3.653922  16.857611   8.359243  -2.156276
       53.0       26.5  65.436813  91.009232   2.785163  17.445175  12.328289   3.435951
       54.0       27.0  64.230476  91.548347   4.779515  14.921575  15.145803   1.285057
       55.0       27.5  64.045937  91.639137   2.406927   7.139878   8.881371   2.948745
       56.0       28.0  64.548561  91.862778   4.791645  14.834763    21.5888  -0.245807
       57.0       28.5  64.944962  92.255348    3.23158   7.728974  11.029181   1.558745
       58.0       29.0  64.868263  91.372734   4.427334  11.737838   20.30817  -0.421699
       59.0       29.5  64.739532   92.03376   3.402829   8.349689   9.444874   1.904806
       60.0       30.0  65.993942  91.773979   4.040586  11.068594  13.066447   0.617251
       61.0       30.5  65.760147  91.489937   3.403266  10.579576   9.666359   0.592686
       62.0       31.0  65.220062  91.427811   4.298785  11.612755  12.503915   0.148428
       63.0       31.5  65.547432  91.664635    3.87964  10.902128  12.784066  -2.810977
       64.0       32.0  65.133553  91.448898   4.440362  13.985666  12.774146   -1.14776
       65.0       32.5  65.273941  91.906967   6.028567  19.960951  22.591932  -5.272376
       66.0       33.0   64.94619  91.733025   4.699075  13.865545  16.538462  -1.333968
       67.0       33.5  65.800507  91.666527   5.177787   14.41562  16.946571  -1.701331
       68.0       34.0  65.925873  92.402565   6.766136  18.564463  22.433517  -3.111378
       69.0       34.5   65.76059  91.642685   6.613231  21.446472  20.753645  -4.843895
       70.0       35.0  65.805374  92.229523   6.212781  16.896685  23.167774   3.437343
       71.0       35.5  66.050812  92.451614   7.070282  20.530998  17.299749  -2.946073
       72.0       36.0  65.531708  91.482224   5.582136  14.611309  22.800259   3.201631
       73.0       36.5  65.311218  92.198074   7.012512  18.886948  17.972815  -2.038036
       74.0       37.0  64.734337   90.99543   6.255981  15.156108  18.780138    1.38077
       75.0       37.5  65.381737  91.348869   6.517009  21.761528  16.637695   0.129369
       76.0       38.0  65.450508  91.512909   5.982565  17.726337  22.660637   2.568995
       77.0       38.5  64.232735  91.424591   7.758283  19.095123  30.484169   -1.91489
       78.0       39.0  64.039162  91.992073   5.591831  23.504103  11.760676  -0.619981
       79.0       39.5  63.639729   91.97287   7.151425  20.132252  17.605331   0.502389
       80.0       40.0  63.175003  92.010574   8.254002  19.540775  18.403772   0.292354
       81.0       40.5  63.445683  91.812141   7.363143  23.525835   20.63726  -1.545562
       82.0       41.0  62.757633  92.348854   5.894745  15.829011  18.018557  -4.006317
       83.0       41.5  64.668152  92.072159   5.493113  15.039813  14.369734   0.697876
       84.0       42.0  66.532829  91.882454   6.777938  18.980364  19.672037  -3.829612
       85.0       42.5  65.747337  91.606163   3.894582  19.752918   8.260161  -0.954844
       86.0       43.0  66.562836  91.509079     5.3484  12.599464  16.418955  -3.073758
       87.0       43.5        nan        nan        nan        nan        nan        nan
       88.0       44.0  58.359135  90.120285   4.528134  15.358263   16.79878  -3.170676
       89.0       44.5  58.482914  89.778885   1.886729    4.41711  10.482658   1.316636
       90.0       45.0  58.254536  87.780403   1.766202   6.835777   4.992627  -1.359082
       91.0       45.5        nan        nan        nan        nan        nan        nan
       92.0       46.0  58.827793  89.280785   1.160732   4.725829   5.218876  -0.853017
#---------------------------------------------------------------------------------------
# experiment: ./TRAJECTORIES
# path: /Users/andreapicco/Google Drive/RESEARCH/TRACKING/Automated_Tracking/TEST/AP2_MOVIE_2/./TRAJECTORIES
# file: trajectory_000136.txt
# dataset: Traj_3_Macro_pDC_Left_Mid_AP2_GFP_LP_fr_600_i_0.5_Airyscan Processing_BG_BL_JTC.txt
# t_unit: s
# delta_t: 0.5
# coord_unit: pxl
# intensity_normalisation: None
