#     frames       t (s)     x (pxl)     y (pxl)           f         u02         u20         u11
       388.0       194.0   10.782964  135.360748    2.690947     4.94011    5.098355   -0.090559
       389.0       194.5   12.180686  135.679291    1.308653     4.49964    5.413869     2.23177
       390.0       195.0    9.669686  136.256851    1.972096    5.052117    3.603822   -0.158076
       391.0       195.5   10.618074  134.560013    1.159979    2.418878     2.05528    0.567954
       392.0       196.0   11.250538  135.756256    3.271815    5.569009   14.338726    0.365823
       393.0       196.5    9.120721  136.332764    2.120926     3.86412     5.41706   -0.689572
       394.0       197.0    9.627423  136.017654    2.022493    3.700699      5.5823    0.225599
       395.0       197.5   10.286625  136.647034    2.432088    3.870852   14.812092      2.5153
       396.0       198.0         nan         nan         nan         nan         nan         nan
       397.0       198.5    8.944953  136.333099     2.78512    5.492897    8.610906    0.896391
       398.0       199.0    9.298436  136.430054    2.581999    6.106087    6.150462   -1.101281
       399.0       199.5    9.757048  135.838562    3.148209    6.364087    8.735461    -0.32145
       400.0       200.0    9.089266   135.54689    3.058602    6.902349    9.128712    1.463903
       401.0       200.5    9.895207  136.404694    3.494606    6.829325   15.273411    0.661565
       402.0       201.0    9.164455  136.410385    3.548826    8.305133   15.741247    0.822289
       403.0       201.5   10.322512  136.453613    4.927612   18.010075   10.950377    1.604393
       404.0       202.0   10.101214  136.345261    5.668878   12.978271    25.13213    4.075372
       405.0       202.5   10.075663  135.763275    4.008233   14.329811    7.624689    0.533081
       406.0       203.0   10.036047  135.881912    6.379899   14.060314   20.632685   -3.937738
       407.0       203.5   10.309128  136.430145    5.452483   11.801503   18.477648    3.310939
       408.0       204.0    9.762713  136.413651    5.578233   14.776695    16.59425   -2.345677
       409.0       204.5   10.202893  136.472214     4.11317    15.61211    9.818783     2.40536
       410.0       205.0    9.562139  136.245255    5.172909   10.992874   22.485836   -0.912883
       411.0       205.5    9.602979  136.064224    4.230989    9.680023   13.967836   -0.209675
       412.0       206.0   10.101105  136.167847    6.410972   16.017067    22.61511    4.278434
       413.0       206.5    9.850671  136.103226    6.910108   14.412542   20.986506    1.521001
       414.0       207.0   10.129946  136.529968    4.898427   12.237714   18.733877    0.031377
