#    frames      t (s)    x (pxl)    y (pxl)          f        u02        u20        u11
      306.0      153.0   97.27935  59.318695   1.337467  14.953842    5.03383  -0.371536
      307.0      153.5   95.90921  60.471851   2.015443   7.340773    7.57535   3.013212
      308.0      154.0  95.286797  59.355888   2.655458   9.660405   6.975219   1.392254
      309.0      154.5  95.789284  60.547401   2.763229  11.738291   8.527493  -0.853009
      310.0      155.0  94.774994  59.544147    2.82983   7.500571  10.419075   3.740882
      311.0      155.5   94.87146  59.595673   1.388427  11.965417   10.21553  -2.445135
      312.0      156.0  96.574745  59.649395    2.92312   7.295211   8.360224   0.187834
      313.0      156.5   96.23632  59.774632   1.546525  10.068206  12.138147   5.609945
      314.0      157.0  95.835388  59.469498   1.607116  19.571005   7.941784   1.163144
      315.0      157.5  95.190918  59.017719   3.104835  16.427286  11.378191   4.128536
      316.0      158.0  95.102173  59.140793   3.044787   6.255059  18.485077   1.693844
      317.0      158.5  95.667946  59.633396    4.03242  12.722422  11.351563  -0.013145
      318.0      159.0  95.019302  60.233212   3.779166   18.06019   8.811272  -0.641408
      319.0      159.5  95.226685  60.471355   3.499808  18.747171  19.569073   7.556765
      320.0      160.0  94.594742  59.588936   3.716349  11.608518   12.05603   0.632662
      321.0      160.5  95.737045  60.398724    3.94761  11.377429  15.003631     2.3912
      322.0      161.0  94.897652  59.719551   4.333827   9.879393  21.277664   2.832376
      323.0      161.5  95.634094  59.263622   4.360595  10.155604  22.525049  -4.405118
      324.0      162.0  95.477303  59.614838    4.72634  11.330603   19.54883   3.478565
      325.0      162.5  95.400398  59.722118   4.641036   11.16574  12.979354  -1.310294
      326.0      163.0  96.013901  59.890202   4.615676  10.825005  19.016001  -1.441354
      327.0      163.5  95.940086  59.356014   4.481787  15.801232  30.718542  -2.507705
      328.0      164.0  96.350868  59.768768   4.368804  15.778815  12.551101   1.954896
      329.0      164.5  96.168411  59.315834   3.732242   8.233298  16.302288   1.011678
      330.0      165.0  95.757179  59.136593   5.496109  13.093565  17.263708   1.589597
      331.0      165.5    96.1968  58.960869   6.898584  20.682123   23.58593   5.752208
      332.0      166.0  96.066208  59.837391   4.152338  28.459593  13.939769   6.465869
      333.0      166.5  95.482758  59.741325   4.056069   8.187098  14.479261  -1.897293
      334.0      167.0  95.383118  60.359726   5.855558  20.506945  18.062845   2.868689
      335.0      167.5      95.68  59.859051   4.627047  12.593437  15.864432   2.465272
      336.0      168.0  94.699982  59.449406   5.137419  20.424133  15.479486   3.441877
      337.0      168.5  95.954094  59.653664   5.570163  17.012747  14.890192  -1.058287
      338.0      169.0  94.860786  59.958786   4.658478   8.180136  22.833416   0.619952
      339.0      169.5  96.142326  59.694626   4.640833  11.580973  17.522657    2.07252
      340.0      170.0  95.805534  59.929031   6.375234   15.27118  18.556801   2.624632
      341.0      170.5  95.750244   59.77737   5.075233    14.7676   11.55351   1.300303
      342.0      171.0  95.326988  59.274384   4.729067  11.787877  13.095092  -0.701159
      343.0      171.5  95.410545  59.605717   7.553532  19.374577   21.78182   -0.84418
      344.0      172.0  95.130821  59.643051   5.387146  20.353127  23.900034   7.501952
      345.0      172.5  94.940285  59.768284   7.900813  20.561924  22.115425   0.475297
      346.0      173.0   95.51265  59.766113   8.251445  20.331648  27.814577   2.356812
      347.0      173.5  95.835632  59.749638   6.911427  21.766239   16.30327   3.361508
      348.0      174.0  95.289543  59.734329   7.896422  24.746529  27.079708   6.434072
      349.0      174.5  96.046402  59.924091   6.425968  16.604467   23.12034   4.138582
      350.0      175.0  96.021072  60.118752   7.169782  18.204206  25.252949   2.195356
      351.0      175.5  95.799141  59.682343   8.353472  21.535734  31.648907   3.535948
      352.0      176.0  96.045876  60.349651   8.001567  21.549507  26.427198   6.102967
      353.0      176.5  96.220085  60.202358   7.154383  19.046009  23.654428   4.110701
      354.0      177.0  96.560844   60.37516   7.517928  19.578054  21.486223  -0.768182
      355.0      177.5  96.117035  60.023979   8.973703  24.189314   25.54541  -2.356258
      356.0      178.0  96.560478  60.099201   7.114687  16.682768  22.280071   0.352769
      357.0      178.5  96.092972  60.068218   7.824172  17.002443  26.793825    1.04927
      358.0      179.0  96.158295  59.865482   8.210632  21.142874  21.503021   0.024189
      359.0      179.5  95.912735  60.023514   7.930493  21.009424  26.475834   4.854542
      360.0      180.0  95.299797  59.751205  10.136477  22.699583  37.991432   0.671947
      361.0      180.5  96.154236   60.10474   9.419219  24.356087  24.225695  -1.141975
      362.0      181.0  95.623672  59.707504   8.308186  29.597553  31.123404   9.881785
      363.0      181.5   95.41304  59.641663  11.026628  26.190842  37.548286  -2.987262
      364.0      182.0  96.411713  59.481411   7.774769   21.62389  39.394135  -6.909246
      365.0      182.5  95.943291  59.730377  10.569802  29.055977   29.95978   2.766163
      366.0      183.0  96.086067  59.444557   9.695734  24.852417  33.877659   4.710229
      367.0      183.5  95.704353  59.455894  10.725113  26.170296  31.297607   0.587018
      368.0      184.0  95.694435  59.330688   6.800478  22.310017  34.614494   3.834807
      369.0      184.5  96.024483  59.872654   9.718727  24.007872  31.370991  -3.258184
      370.0      185.0  95.520538  59.996441  11.036769  28.406521  30.458025   4.055999
      371.0      185.5  94.486687  59.437439   7.146269  21.079008  26.481712  -0.723249
      372.0      186.0  95.487045  59.645672   8.921382  21.985832  31.784332   1.083805
      373.0      186.5  95.394478  59.720245   8.266204  19.697994  32.637623   1.794248
      374.0      187.0  94.641251   59.64642   8.399649  22.752775  30.564671   2.548094
      375.0      187.5  95.779839  59.683228   8.582155  21.106058   33.92131  -0.857071
      376.0      188.0  95.423698  60.227146   9.843043  26.964787  28.817684   1.761301
      377.0      188.5    96.0467  59.782825   8.654251  20.353189  28.457964    3.17422
      378.0      189.0  95.243744  59.615723   9.444854  22.547998  31.732571   0.870789
      379.0      189.5  95.208458  59.880852   8.229089  22.662958  30.552851  -3.164689
      380.0      190.0  95.086586   59.86301   7.166686  23.614889  22.768452   3.266183
      381.0      190.5  95.475166  59.925018  11.005744  25.382637  41.261948   2.035453
      382.0      191.0  94.927261  59.669815    8.25533  19.516373  34.940342  -3.133395
      383.0      191.5  94.378677  59.713417   6.094818  14.719157  19.240238  -1.333579
      384.0      192.0   95.30722  59.993961    10.1858  26.187702  34.230057   3.217677
      385.0      192.5  95.205292  59.792152  11.722902  28.275345  40.752907   1.949826
      386.0      193.0   94.88369  59.347996  10.126254  32.060093  28.009188    5.62831
      387.0      193.5  95.332664  59.699162   8.009164  25.520046   23.25346   1.141256
      388.0      194.0  94.857811  59.362003   7.307934  15.737605  36.417568  -2.159198
      389.0      194.5  95.266655   59.97966  11.003914  23.931429  41.564163    0.39675
      390.0      195.0  95.324829  59.423088   8.881712  23.591749  24.325247   -0.12308
      391.0      195.5  95.181717   59.49353   8.877137  23.809452  28.892733  -0.692909
      392.0      196.0  95.248833  59.861706   9.910876  21.394518  36.104355   1.107891
      393.0      196.5  94.344742  59.509056   8.756878  25.414923  24.060455   7.295655
      394.0      197.0    94.3032  59.541111   9.468287  22.993319  27.696337   3.871412
      395.0      197.5  94.113541   59.88625   9.497291   20.98464  29.916098   3.171429
      396.0      198.0  94.530945  60.012665    8.14485  20.087341  28.553495    0.42815
      397.0      198.5  94.989517  59.983948   7.634739  20.449762   20.44006   1.809436
      398.0      199.0  94.635132  59.655495   8.058787  22.318733  28.140125   3.688052
      399.0      199.5  94.462776  60.157532   9.307261  30.652899  34.676514   5.948981
      400.0      200.0  95.101654  59.601006   9.060529  40.884449  31.476376  -4.554811
      401.0      200.5  94.263336  59.913555  10.610506  22.207079  38.284245   1.167448
      402.0      201.0   94.63662  59.614025   9.468192  25.309597  28.783367   1.039992
      403.0      201.5  94.716713  60.000221   7.863768  18.893999  29.957817   0.219343
      404.0      202.0  94.033157  59.967655   8.492698  20.961193  29.308802   2.237532
      405.0      202.5  94.056458  59.885002   5.613133  19.670124  13.547499   0.211027
      406.0      203.0  93.279991  60.348698   7.870771  24.353888  24.122541   3.737299
      407.0      203.5  93.113289  59.698231   6.252354  19.790049  22.426054   0.185291
      408.0      204.0   92.70575  59.809692   6.587773  15.366668  21.112864  -1.043185
      409.0      204.5  93.317337  59.912464   4.761802  25.403608  16.755951   6.126172
      410.0      205.0        nan        nan        nan        nan        nan        nan
      411.0      205.5  92.357735   60.00386   5.877073  20.707371  26.794611  -1.795514
      412.0      206.0  92.344803  60.334545   6.388212  26.939322  15.602006   1.252097
      413.0      206.5  92.055702  60.020298    7.95765  22.453911  23.030426   2.856973
      414.0      207.0  90.224731  60.777794   6.771483  22.798193   25.82567    5.98591
      415.0      207.5  90.088898  62.278557   7.899322  20.947727  24.043039   2.238149
      416.0      208.0  90.673775  62.621319    5.92332  19.632215  24.793087   3.282651
      417.0      208.5  90.585854  61.607098   7.489168  19.296329  18.695885   2.082601
      418.0      209.0  89.676071  61.512539   5.332698  23.257448  21.324129   4.670542
      419.0      209.5  90.189903    62.1035   4.289761  17.057272  12.842907   5.252626
      420.0      210.0  88.390244  61.303211   4.305001  11.798058  23.614223   1.347993
      421.0      210.5  87.071732  62.779358   3.341159   9.695294  12.173507   1.108649
      422.0      211.0   86.18055  62.357952   2.836359   12.42876  18.985325   3.186219
      423.0      211.5  86.258072   62.17244   2.220283    7.74279   8.222249    -1.6304
      424.0      212.0  85.049988  62.011993   1.535613  16.909567   6.844384   1.154135
#---------------------------------------------------------------------------------------
# experiment: ./TRAJECTORIES
# path: /Users/andreapicco/Google Drive/RESEARCH/TRACKING/Automated_Tracking/TEST/AP2_MOVIE_2/./TRAJECTORIES
# file: trajectory_000644.txt
# dataset: Traj_3_Macro_pDC_Left_Mid_AP2_GFP_LP_fr_600_i_0.5_Airyscan Processing_BG_BL_JTC.txt
# t_unit: s
# delta_t: 0.5
# coord_unit: pxl
# intensity_normalisation: None
