#     frames       t (s)     x (pxl)     y (pxl)           f         u02         u20         u11
       307.0       153.5  223.688324  124.072296    1.942843    6.398719    7.215715    3.488389
       308.0       154.0   225.47998  124.086708    1.707094    4.494515    8.048065    1.546341
       309.0       154.5  223.623688  124.682014    3.491829    8.712491    8.404917     0.09776
       310.0       155.0   223.16246  122.892609    1.170865    4.429635    5.301228   -0.297249
       311.0       155.5  225.373428  122.074112    0.961901    11.31334    4.064355    3.560259
       312.0       156.0  221.211411  122.498177    2.391329    9.880293   10.352614    0.514891
       313.0       156.5  226.085983  123.798058    3.951035    9.151499    9.780514   -1.487772
       314.0       157.0  227.221924  123.768524    3.599142    9.214504   11.109447   -1.300862
       315.0       157.5  225.813889  123.669456     4.01321   14.426406   10.846776    5.065696
       316.0       158.0  223.341431  123.965225    3.032607    7.421033     7.19377   -0.098199
       317.0       158.5  224.326538  123.923553    2.010296    4.831218    8.044454    0.376347
       318.0       159.0  225.177429  124.547058    2.836499    7.362894    5.994928   -0.818644
       319.0       159.5  226.436142  124.533569    2.975277   12.469807    8.648172    0.389309
       320.0       160.0  224.235413  124.406624    3.377334    9.971518   10.778247   -1.969072
       321.0       160.5  225.874893  123.986938     5.82217   14.464017   15.151459   -1.135699
       322.0       161.0  226.839172  123.859566    4.119451    9.107328    16.81101    4.642607
       323.0       161.5  225.224808  123.924667    6.395817     23.9935    17.32473    0.425023
       324.0       162.0  225.900864  124.761681    5.567683   17.560621   11.651683    3.253488
       325.0       162.5  224.796417  124.747688    5.961184    15.12443   22.240286    3.547535
       326.0       163.0  225.593323  124.843903    6.422652   16.336512   21.643629   -0.252605
       327.0       163.5  226.191483  123.837234    5.415951   15.811329   12.862377   -0.593351
       328.0       164.0  225.414017  124.199097    7.062912   15.004853   18.062084    1.334927
       329.0       164.5  227.297363  124.228607    7.933347   21.797644   20.840456    1.921278
       330.0       165.0  226.679642  124.205246    9.012645   27.753605   19.725199   -0.493255
       331.0       165.5   227.40686  123.858131    7.919486   19.451595   24.583702   -4.083645
       332.0       166.0  226.550064  123.466415    4.451683   13.648499   15.922278    1.593756
       333.0       166.5  224.932068  124.854416    7.531934   18.724823   23.059904    0.774664
       334.0       167.0  225.840561  123.894844    8.946271   22.408045   26.023935     0.16602
       335.0       167.5  225.311417  123.850906    7.217268   17.114634   20.094179    2.212223
       336.0       168.0  226.705734  123.423569    7.848694   21.219347   23.273256   -0.799513
       337.0       168.5  226.383575  123.943779    6.783535     15.8543   24.910892    3.055189
       338.0       169.0  225.273331  123.680168    6.963361   25.406593   26.069101     -1.6431
       339.0       169.5  224.606766  123.561989    7.005141    19.06362   20.358517    4.324743
       340.0       170.0  224.640671  124.248932    7.431208   20.314774    21.78816   -3.033225
       341.0       170.5  225.589447  124.174828    6.626187   16.075798   25.275221   -2.079433
       342.0       171.0  224.834686  124.434715    5.814089   17.960526    26.37809   -2.510237
       343.0       171.5  225.073151  123.555389    7.822287   23.434597   21.437067   -1.219805
       344.0       172.0  225.356247  123.897102    8.271652   19.762728     26.2288    -2.36915
       345.0       172.5  225.921677  123.657784    5.408615   13.508788   14.286286     1.86133
       346.0       173.0  231.377319  122.943504    3.384389    9.889874   15.347504   -0.382557
       347.0       173.5  231.696823  123.720169    2.273716    4.480584   10.452979    0.904805
       348.0       174.0  227.815079  122.982269    1.874869   11.404011    5.976829    -2.36129
#-----------------------------------------------------------------------------------------------
# experiment: ./TRAJECTORIES
# path: /Users/andreapicco/Google Drive/RESEARCH/TRACKING/Automated_Tracking/TEST/AP2_MOVIE_2/./TRAJECTORIES
# file: trajectory_000646.txt
# dataset: Traj_3_Macro_pDC_Left_Mid_AP2_GFP_LP_fr_600_i_0.5_Airyscan Processing_BG_BL_JTC.txt
# t_unit: s
# delta_t: 0.5
# coord_unit: pxl
# intensity_normalisation: None
