#     frames       t (s)     x (pxl)     y (pxl)           f         u02         u20         u11
       407.0       203.5  330.826691   91.394356    1.558852   12.133192   10.033438    1.241412
       408.0       204.0         nan         nan         nan         nan         nan         nan
       409.0       204.5  331.999298   90.751015     1.66733    3.927515    5.103846    0.835739
       410.0       205.0  331.176392   90.686676    1.027434    8.516634    7.513124   -0.562726
       411.0       205.5         nan         nan         nan         nan         nan         nan
       412.0       206.0  331.217682   91.220772    2.239344    5.866974   14.193392   -0.174635
       413.0       206.5   332.11261    92.25927    1.883164    4.788448    7.503742    0.190318
       414.0       207.0  331.752655   89.453629    2.323849   19.860979   10.500395    2.848514
       415.0       207.5  331.998627   91.023682    2.661557   18.193151   10.911835   -1.152007
       416.0       208.0  331.456207     91.1064    4.528663   22.423122    9.898025   -0.880758
       417.0       208.5  330.989502   91.504326    2.657552   14.902943   13.847898   -0.668493
       418.0       209.0  330.969879   91.027946     3.18998    7.218091   16.120518   -1.881824
       419.0       209.5  328.940582   91.669914    1.995946   23.537437    6.225312    1.642807
       420.0       210.0  330.672943   92.176933    2.322924    6.957974   10.064919    2.114504
       421.0       210.5  331.024445   91.380417    3.295343   12.687289    9.446074   -3.389129
       422.0       211.0  330.098816   91.098701    3.183112   10.100039   18.666857     -3.0285
       423.0       211.5  329.878021   91.187622    3.602837   14.608614     9.73646    1.198406
       424.0       212.0  330.398987    91.87394    4.635239   13.457845   13.532429     2.62105
       425.0       212.5  331.546173   91.873917    3.616317    8.810428   43.472538    7.401775
       426.0       213.0  330.593689    91.36441    3.663049   14.471151    8.446299    0.111535
       427.0       213.5  329.434387    91.69014    3.520675   12.989675   10.530542    0.467031
       428.0       214.0  329.388336   91.428192    4.836854   15.554508   16.676468   -3.272387
       429.0       214.5  329.808319   91.396851    3.503614   10.839343   16.148928    3.045913
       430.0       215.0  329.159943   91.055168    4.540019   10.770872   12.932789    0.774285
       431.0       215.5  329.482178   91.663742    5.689612   19.461899    12.73277   -0.091913
       432.0       216.0  329.531708   91.005844    5.727296   13.157372   20.529638    1.222799
       433.0       216.5  329.062378   91.915756    5.305629   12.427048   17.515013   -0.477683
       434.0       217.0   328.45166   90.992592    3.984272   16.629593   16.096506   -5.882388
       435.0       217.5  327.596771   91.174942    6.446798   16.071714   36.317822     0.40121
       436.0       218.0  328.238953   90.990059    9.156741   28.247618    24.18059   -6.611024
       437.0       218.5  328.422424   92.075905    7.080826   14.980656   30.068001    0.088769
       438.0       219.0  326.806427   91.612373    6.504479   18.843142   15.033467   -1.109879
       439.0       219.5  326.976196   92.655426    7.745799   23.615156   24.291698   -0.278246
       440.0       220.0  327.101196   92.319977    5.981357   35.158783   17.261238   -5.034342
       441.0       220.5  326.943024   92.619598    7.848853   25.733727   16.109234    2.406947
       442.0       221.0  327.125824   92.715614    7.442193   17.726925   24.738503    -1.80662
       443.0       221.5  326.462006   93.241066    8.285727    21.72398   25.868679    1.070381
       444.0       222.0  326.828522   93.026009    6.498884   20.393824   15.481371   -4.163631
       445.0       222.5  327.101898   92.840889    6.625751   20.202059   21.405636   -2.324168
       446.0       223.0  327.482544   93.268318     6.17369   22.586981   18.911596   -5.146712
       447.0       223.5  327.088379   92.265373    8.069551   19.825829   21.331121   -1.184761
       448.0       224.0  326.541046   92.734383    6.840776   17.501442   20.862358    1.737544
       449.0       224.5  326.691193    93.02005    5.856709   18.995214   16.586277   -3.427895
       450.0       225.0  326.913574   93.237701     6.05897     18.3344   12.554331   -0.525949
       451.0       225.5  327.744659   93.286247    7.724802   23.673643   19.141718   -2.550181
       452.0       226.0  328.078705   93.557693    7.286813   23.599878    16.29793   -0.668386
       453.0       226.5  328.885529     92.8993    6.535507    23.40715    14.63855    0.881805
       454.0       227.0  327.672302   93.011063    8.381316    21.81201   24.988781   -3.260945
       455.0       227.5  328.680847   93.204567    8.560646   22.243109   22.304777   -0.612075
       456.0       228.0  327.892273   93.130386     5.32214   17.211613   19.104006   -1.191336
       457.0       228.5  329.642609   92.516663    5.689565   16.840321   16.343235   -1.252258
       458.0       229.0  330.654205   92.976921    7.391627   20.398617   20.173733   -0.255158
       459.0       229.5   325.55838    92.77784    7.072561   19.658079   19.446938   -2.504355
#-----------------------------------------------------------------------------------------------
# experiment: ./TRAJECTORIES
# path: /Users/andreapicco/Google Drive/RESEARCH/TRACKING/Automated_Tracking/TEST/AP2_MOVIE_2/./TRAJECTORIES
# file: trajectory_000898.txt
# dataset: Traj_3_Macro_pDC_Left_Mid_AP2_GFP_LP_fr_600_i_0.5_Airyscan Processing_BG_BL_JTC.txt
# t_unit: s
# delta_t: 0.5
# coord_unit: pxl
# intensity_normalisation: None
