#    frames      t (s)    x (pxl)    y (pxl)          f        u02        u20        u11
      306.0      153.0   97.27935  59.318695   1.337467   3.922115   2.871973  -0.785072
      307.0      153.5   95.90921  60.471851   2.015443   7.110226   5.859365   2.920822
      308.0      154.0  95.286797  59.355888   2.655458   8.314095    5.27085   1.948106
      309.0      154.5  95.789284  60.547401   2.763229    8.25346   6.832613   0.213467
      310.0      155.0  94.774994  59.544147    2.82983   7.339845   9.721082   3.441031
      311.0      155.5   94.87146  59.595673   1.388427   4.574171   2.494408   1.019493
      312.0      156.0  96.574745  59.649395    2.92312   7.018488   7.487504   0.445362
      313.0      156.5   96.23632  59.774632   1.546525   4.019485    4.83896   0.098188
      314.0      157.0  95.835388  59.469498   1.607116   4.408003   3.104738   0.395795
      315.0      157.5  95.190918  59.017719   3.104835   9.970571   7.006572   0.410712
      316.0      158.0  95.102173  59.140793   3.044787   5.999032  13.021574   1.815008
      317.0      158.5  95.667946  59.633396    4.03242  12.613197  11.333332   0.031301
      318.0      159.0  95.019302  60.233212   3.779166   11.03407   7.887904   1.458334
      319.0      159.5  95.226685  60.471355   3.499808   8.888038  11.839102    3.46722
      320.0      160.0  94.594742  59.588936   3.716349  10.151612   9.483551  -0.208257
      321.0      160.5  95.737045  60.398724    3.94761   9.523067  13.915552   2.373666
      322.0      161.0  94.897652  59.719551   4.333827   8.121609  18.983036   1.736106
      323.0      161.5  95.634094  59.263622   4.360595   9.958458  17.430141  -3.782753
      324.0      162.0  95.477303  59.614838    4.72634  10.861371  15.179572   2.547553
      325.0      162.5  95.400398  59.722118   4.641036  11.157887  12.783018  -1.271027
      326.0      163.0  96.013901  59.890202   4.615676  10.135401  18.526674  -1.341452
      327.0      163.5  95.940086  59.356014   4.481787  11.280856   23.06086  -1.890956
      328.0      164.0  96.350868  59.768768   4.368804   15.23072  10.521605   2.405722
      329.0      164.5  96.168411  59.315834   3.732242   8.183987  15.478111   0.909486
      330.0      165.0  95.757179  59.136593   5.496109  11.955089  16.462225   1.048349
      331.0      165.5    96.1968  58.960869   6.898584  14.679817  22.128155   3.767794
      332.0      166.0  96.066208  59.837391   4.152338  15.818498  11.931736   3.237859
      333.0      166.5  95.482758  59.741325   4.056069   8.059405  13.956162  -2.010882
      334.0      167.0  95.383118  60.359726   5.855558  20.275434  17.007158   2.418566
      335.0      167.5      95.68  59.859051   4.627047  12.496357  15.598186   2.427911
      336.0      168.0  94.699982  59.449406   5.137419   16.31797  14.373266   1.534381
      337.0      168.5  95.954094  59.653664   5.570163  17.012747  13.877774  -1.058287
      338.0      169.0  94.860786  59.958786   4.658478   8.001284   17.79966   1.007308
      339.0      169.5  96.142326  59.694626   4.640833    10.2733  17.200649   2.068373
      340.0      170.0  95.805534  59.929031   6.375234   14.45081  18.535755   2.588086
      341.0      170.5  95.750244   59.77737   5.075233    14.7676   11.55351   1.300303
      342.0      171.0  95.326988  59.274384   4.729067  11.555346  13.095092  -0.701159
      343.0      171.5  95.410545  59.605717   7.553532  19.369118   21.12509  -0.816892
      344.0      172.0  95.130821  59.643051   5.387146  12.533607   17.95116   1.046186
      345.0      172.5  94.940285  59.768284   7.900813  20.561924  22.115425   0.475297
      346.0      173.0   95.51265  59.766113   8.251445  20.310896  27.295811   2.319575
      347.0      173.5  95.835632  59.749638   6.911427  19.004755  16.109482   2.695229
      348.0      174.0  95.289543  59.734329   7.896422  20.031425  25.497917   3.823398
      349.0      174.5  96.046402  59.924091   6.425968  16.376034   22.62937    4.17894
      350.0      175.0  96.021072  60.118752   7.169782  15.781386  24.732151   2.194104
      351.0      175.5  95.799141  59.682343   8.353472  20.696531    29.2952   2.703382
      352.0      176.0  96.045876  60.349651   8.001567  21.544426  26.300184   6.077564
      353.0      176.5  96.220085  60.202358   7.154383  18.627035  23.554987    3.91166
      354.0      177.0  96.560844   60.37516   7.517928   19.57361  21.375132  -0.755106
      355.0      177.5  96.117035  60.023979   8.973703  23.503477  25.456884  -2.597767
      356.0      178.0  96.560478  60.099201   7.114687  15.886292  21.731659   0.622988
      357.0      178.5  96.092972  60.068218   7.824172  16.999058  26.709169   1.066202
      358.0      179.0  96.158295  59.865482   8.210632  21.142874  21.503021   0.024189
      359.0      179.5  95.912735  60.023514   7.930493  20.999136  26.218624   4.803099
      360.0      180.0  95.299797  59.751205  10.136477  22.683802  37.596897   0.593041
      361.0      180.5  96.154236   60.10474   9.419219  24.356087  24.225695  -1.141975
      362.0      181.0  95.623672  59.707504   8.308186   22.90572  23.468178   3.211447
      363.0      181.5   95.41304  59.641663  11.026628   26.10791  36.503189  -2.709696
      364.0      182.0  96.411713  59.481411   7.774769  21.145107  27.573023  -5.696949
      365.0      182.5  95.943291  59.730377  10.569802  28.322987  29.851698   2.488586
      366.0      183.0  96.086067  59.444557   9.695734  24.766571  32.820839   4.469144
      367.0      183.5  95.704353  59.455894  10.725113  26.170296  31.297607   0.587018
      368.0      184.0  95.694435  59.330688   6.800478  19.021311  19.097319   1.466653
      369.0      184.5  96.024483  59.872654   9.718727  24.003834  31.270027  -3.237991
      370.0      185.0  95.520538  59.996441  11.036769   28.39719  30.224775   4.009349
      371.0      185.5  94.486687  59.437439   7.146269  20.895267  25.156654  -0.262284
      372.0      186.0  95.487045  59.645672   8.921382  21.894836  29.582842   1.257883
      373.0      186.5  95.394478  59.720245   8.266204   19.60339  31.255945   1.992666
