#    frames      t (s)    x (pxl)    y (pxl)          f        u02        u20        u11
        0.0        0.0  19.994886  69.982635   3.986968  10.177787   9.162745  -0.432193
        1.0        0.5  19.311733  70.781136   2.384598    5.70597   6.619433   1.001488
        2.0        1.0  19.736319  69.761894   2.791828   6.596833   8.238523   1.406884
        3.0        1.5  19.852436  70.656815   2.584214   6.838907   9.162376  -0.603899
        4.0        2.0  20.958023  70.773994    2.85714  12.190607   5.208066   0.206812
        5.0        2.5  20.866495  70.940323   3.949364   8.705073  11.095342   2.257231
        6.0        3.0  20.986767  69.337494   4.116179   14.04248   9.356013    2.78401
        7.0        3.5  21.121933  70.344345   3.326857   9.771026   6.732191   1.861796
        8.0        4.0  20.164112  69.420837   3.728561   9.196495     9.4266  -0.665415
        9.0        4.5  20.326868  69.576569   3.695574   8.831198  10.252246   0.035994
       10.0        5.0  21.202364  69.286926   3.987264  11.088388   7.650354   1.504931
       11.0        5.5   21.48558  69.915497   4.470052  10.295698  10.237202   1.810365
       12.0        6.0  21.070799  69.384972   5.216915  12.346884  11.921013   1.447254
       13.0        6.5  20.953678  69.291718   6.888917  22.774815  15.063011   2.402608
       14.0        7.0  21.090363  69.546402   4.643262  13.566522    9.09306   1.200834
       15.0        7.5  21.100969  69.525528   5.160794  20.126738   9.822419  -0.956451
       16.0        8.0  21.417801  69.994583    6.07318  20.858345  17.199888   3.188488
       17.0        8.5  21.105959   69.65818   4.897548    15.3906   8.884062   1.188187
       18.0        9.0   21.24239  68.990829   4.953629  15.898554    10.1301  -0.090435
       19.0        9.5  21.130085  68.303307   4.276811  13.861603   8.941737   1.233141
       20.0       10.0    21.3214  68.568428   7.285082  32.081493  16.559885   4.769361
       21.0       10.5  20.688484  68.510628   5.707467  14.105393  15.731084  -0.600499
       22.0       11.0  21.179701  67.991806   7.443457  19.898071  17.420294  -0.196276
       23.0       11.5  22.485109  68.956055   5.630439     18.982  13.750653   1.706222
       24.0       12.0  22.614233  68.210533   6.007551  17.935978  12.909101   0.416015
       25.0       12.5  23.119564  67.799866   6.485773  16.813313  16.101664    0.43539
       26.0       13.0  22.750214  67.069664   6.792117  18.460659  17.506886  -1.339293
       27.0       13.5  22.603275  67.878647  10.052188  23.770756  28.053019   1.635031
       28.0       14.0  23.391708  68.048187   6.048635  12.460259  15.344602  -1.264211
       29.0       14.5  23.032488  68.165337   5.456707  14.269715  13.977731   3.903752
       30.0       15.0  23.107483  67.953163   7.426595  19.487377  14.853392   0.675717
       31.0       15.5   22.99095  68.402924   6.690672  27.799147  12.996833   3.829187
       32.0       16.0   22.51256  68.449577   8.965363  29.546419  25.473612  -3.286114
       33.0       16.5  22.594749  68.339638   6.260321  16.711464  19.861361   -0.43834
       34.0       17.0  23.256716  68.532127    8.44196  27.808483  17.727907   2.102843
       35.0       17.5  22.838213   68.48597   9.826383  33.943336  26.734442   5.233501
       36.0       18.0  22.679281  68.560112   9.168102  29.871231  20.668112   1.425201
       37.0       18.5  22.792166  68.503143  10.154762  30.150824  23.862366  -0.428777
       38.0       19.0   22.28743  69.285858   9.062007  41.440281  19.128267   0.251134
       39.0       19.5  23.515039  69.331711   7.807822  20.893536  20.175093   0.118177
       40.0       20.0  22.871614  70.806656   8.767378   26.14327  19.282217   4.308647
       41.0       20.5  22.701942  71.146873   9.341873  34.313583  20.981792  -1.828659
       42.0       21.0  22.421295  71.227821    7.87328  33.831062  20.090845  -1.059592
       43.0       21.5  22.140646  70.849762    8.62181  37.496799  19.487911   6.166015
       44.0       22.0  22.077551  71.050133   6.920893  25.205366  17.495512   3.713226
       45.0       22.5   21.73003  70.702438   10.65213  32.454285  26.848948   0.844389
       46.0       23.0  21.123055   71.44426   9.330902   31.90362    23.4701   6.450562
       47.0       23.5  20.119232  71.082878   9.821459  28.449093    30.6661  -3.890721
       48.0       24.0  20.079531  71.764801   9.645572   35.88813  23.975588   2.358335
       49.0       24.5   19.57514  71.364044   9.973502  33.393867  29.399284   6.044878
       50.0       25.0  20.277992  71.944069   10.02982  31.695242  27.639103   4.105668
       51.0       25.5  20.269512  71.175644   9.789034  33.095562   26.93866   5.828967
       52.0       26.0  20.458895  70.514099  10.332369  34.697758  27.644421   3.807651
       53.0       26.5  20.693216  71.282608   9.409787  33.678944  22.224478  -0.877048
       54.0       27.0  21.026531  71.965767   9.765035  50.934395  23.536125   1.546527
       55.0       27.5  20.461304  71.249756  11.182646  30.472357  31.732079  -0.223317
       56.0       28.0  20.518816  71.913124   9.488621  37.059948  26.025417   3.823667
       57.0       28.5  21.136885  71.698807   10.14942  32.679398  27.453964  -1.230137
       58.0       29.0  21.672838  71.163437   9.805838  25.332174  27.781178   2.760217
       59.0       29.5  21.813917  70.525963   9.826129  31.600418  26.178492   1.062737
       60.0       30.0  22.263474  70.835739  13.608884  50.828518  29.325306   7.393764
       61.0       30.5  21.955074  71.140503  10.925678   40.19854  22.863953   2.236507
       62.0       31.0  21.841291  71.026344  11.418441  39.428616  25.162834   1.239964
       63.0       31.5  21.622501  71.154388   9.842699  35.903751   27.58695   3.250895
       64.0       32.0  21.568264  71.720474  11.460564  31.123732  34.765663   2.731755
       65.0       32.5  21.305923  71.694229  10.196942  34.824196   25.79015   1.338673
       66.0       33.0  21.788744  71.396461   11.51426  35.457333  30.491806   0.605214
       67.0       33.5  21.452267  71.704102  10.756324  44.052429  28.574102   5.992897
       68.0       34.0  21.373026   71.48983  10.937754  35.165432  26.630545   4.090621
       69.0       34.5  21.381306  71.277046  10.558019  31.040335  28.983177   1.468882
       70.0       35.0  21.043892  71.934265   9.413066  37.788395  27.214661   3.807169
       71.0       35.5  21.406071  71.588226   7.829576  26.805012  22.215458   5.247606
       72.0       36.0  20.909492  71.973129     9.5961  32.339813  25.913015   2.310586
       73.0       36.5  21.647663  71.523239   9.960539   39.08712  21.006992   0.762278
       74.0       37.0  21.432447   71.74765  10.351488  29.149162  30.939201   5.436786
       75.0       37.5  21.714931  71.912468   9.438475  28.879496  19.147102   2.208205
       76.0       38.0   21.55191  72.069389   9.323104  30.381857  27.233118   4.149085
       77.0       38.5  21.577906  72.089981    8.65417   32.81773  19.555887   2.831058
       78.0       39.0  21.551197  72.020119    9.22624  35.857231   20.63677    0.18311
       79.0       39.5  21.375761  71.217316   9.071739  25.840183  27.319986   1.873827
       80.0       40.0  19.838987   70.71331   9.245952  31.218401  21.264286   -1.84041
       81.0       40.5  19.460211  71.551041   8.382524   30.78054  22.684557  -2.698096
       82.0       41.0  18.058336  71.104843   8.492332  37.466362  21.866333   4.276972
       83.0       41.5  18.487459  71.002228   8.462988  24.209885  23.349394   0.766406
       84.0       42.0  18.707928   71.66188    8.55715  23.440556  28.667198   4.746956
       85.0       42.5  19.839474  71.162064   9.518526  37.426208   22.72661   5.496405
       86.0       43.0  17.444773   72.07962  13.104954  48.575466  27.471071   2.890756
       87.0       43.5  18.262936  71.236229  10.857349  42.226238  24.245918   2.720644
       88.0       44.0  18.744139   71.29599   8.738256  30.470524  24.482798  -0.462676
       89.0       44.5  20.253061  71.731758  10.517368  32.976566  34.874371   5.745888
       90.0       45.0  20.224726  71.495438  10.157418   35.80492  23.559332   2.843449
