#     frames       t (s)     x (pxl)     y (pxl)           f         u02         u20         u11
       328.0       164.0  376.915405  102.497963     0.83457    1.588208    2.665033    0.686654
       329.0       164.5         nan         nan         nan         nan         nan         nan
       330.0       165.0  382.944031  103.562386    1.742556     6.68626    6.298902    2.915874
       331.0       165.5         nan         nan         nan         nan         nan         nan
       332.0       166.0  384.503571    104.4151    2.175676    5.661412    6.287464   -0.904883
       333.0       166.5   383.72171  103.842888    1.557904    5.591897    4.023148   -1.439075
       334.0       167.0  383.892181    103.8013    1.391346    3.867311    3.942786   -0.045059
       335.0       167.5  384.006989  105.875488    2.307855    9.974091    5.000301    2.407858
       336.0       168.0  384.450134  103.577553    2.737242    8.688049    6.386473   -0.376235
       337.0       168.5  384.928833   103.60537    2.220245    6.540193    5.018758    1.526836
       338.0       169.0  385.227112  103.346741     3.92838    9.289735   15.136565    0.461874
       339.0       169.5  384.101776  101.916969    2.849913    5.454205    5.626524    0.323903
       340.0       170.0  384.339203  102.775696    2.376309    5.870491     9.77817    -4.05986
       341.0       170.5  384.137939  103.165215    4.643744    9.776368   10.689723    1.009314
       342.0       171.0  383.930573  103.660393    3.788324    7.975245   13.948211   -0.565316
       343.0       171.5  384.080017  103.318016    2.691326    6.931611    6.876648    0.733283
       344.0       172.0   384.24176  103.163506    4.234056   13.906712   10.672909    1.536473
       345.0       172.5  384.520996  103.071426    3.148426    6.705226   13.165409   -0.625548
       346.0       173.0   384.36792  103.425873    4.159294   13.140367    9.815616     -0.5276
       347.0       173.5  383.720306  103.245628    5.120126   16.520756    14.19055    2.938138
       348.0       174.0  384.481476  103.193771    5.435246   14.776821   15.389638    3.096837
       349.0       174.5  384.972076  103.026184     4.61284   12.849044   13.393443    2.282813
       350.0       175.0  384.104248  102.784958    6.300569   19.198334   20.143492   -0.899891
       351.0       175.5  384.385162  102.969872    7.497598   22.432369   19.413248   -0.500467
       352.0       176.0  383.668335  103.102509    5.477033   14.338228   18.835501    3.170007
       353.0       176.5  384.860779  103.196327    5.898815   16.392811   13.205649    0.816699
       354.0       177.0   383.53653  102.277557    7.090603   17.393229   21.277178    1.016936
       355.0       177.5  383.651917  102.734337    4.319363   12.395316   14.684552    0.896869
       356.0       178.0  386.142792  102.906197    7.452163   17.705828   22.969856   -2.132427
       357.0       178.5  389.220581  102.537659     9.37569   22.014627   24.101543    0.251086
       358.0       179.0   387.63559   102.78582    6.542656   15.568593   19.476345   -0.787827
       359.0       179.5  385.796265  102.754524     7.29762   20.469402   17.158331    0.188934
       360.0       180.0  385.295563  102.634392    7.359032    23.28957   17.712267    3.676442
       361.0       180.5  385.071838  102.554924    7.618031   24.578344   19.762918   -0.251003
       362.0       181.0  385.824615  102.317696    7.152855   17.842134     25.4884    5.815333
       363.0       181.5  384.217194  102.699402    5.537282   13.825725   16.075701    1.689394
       364.0       182.0  385.281189  102.060287    9.763254   22.850147   32.317169    3.194996
       365.0       182.5  386.079712  102.217445    7.212872   18.897425   15.440693    0.713575
       366.0       183.0   385.20636  101.977974    5.851487   15.097645   13.830486    2.621373
       367.0       183.5  385.388367   102.73629    7.665412   22.326324   18.962639     2.30056
       368.0       184.0  385.659546    103.7071    1.784475     3.81099    5.061752    0.146929
#-----------------------------------------------------------------------------------------------
# experiment: ./TRAJECTORIES
# path: /Users/andreapicco/Google Drive/RESEARCH/TRACKING/Automated_Tracking/TEST/AP2_MOVIE_2/./TRAJECTORIES
# file: trajectory_000716.txt
# dataset: Traj_3_Macro_pDC_Left_Mid_AP2_GFP_LP_fr_600_i_0.5_Airyscan Processing_BG_BL_JTC.txt
# t_unit: s
# delta_t: 0.5
# coord_unit: pxl
# intensity_normalisation: None
# eccentricity_pval: 0.527627098690648
# eccentricity_R: 0.5942637816336124
