#     frames       t (s)     x (pxl)     y (pxl)           f         u02         u20         u11
       282.0       141.0   141.68988   39.784618    2.340266    5.633397    6.853861   -0.819787
       283.0       141.5  144.632523   40.006775    3.148586   10.856293   12.028066   -5.768289
       284.0       142.0  148.898331   39.399433    3.087057    5.673452   20.796318    2.076772
       285.0       142.5  152.236252   38.853481     2.80633   14.488121    6.037966    2.404903
       286.0       143.0   150.46048   39.217865    2.369951    8.579048    6.242834    2.213294
       287.0       143.5  150.394547   39.847759    2.666577    5.426703   14.347301     2.35572
       288.0       144.0  151.824539    40.17281    3.571779      8.6113    18.03611    1.257994
       289.0       144.5  150.441467   39.151276     2.23717    3.495351   12.220037   -0.569225
       290.0       145.0  152.469208   38.815922    3.199059     7.72749    10.69423    1.420705
       291.0       145.5         nan         nan         nan         nan         nan         nan
       292.0       146.0  149.800842   39.441521    4.418294    7.530136   25.913073    0.465426
       293.0       146.5  152.430954   40.454056    3.554552    8.787482   17.207926    2.288155
       294.0       147.0   153.03418   40.319153    3.601893   15.212353   17.906487   11.866211
       295.0       147.5         nan         nan         nan         nan         nan         nan
       296.0       148.0  153.089981   37.929527    2.117888    6.272052    4.744537   -0.521275
       297.0       148.5  152.736008    41.68906    2.946458    9.757049   15.230676     7.15319
       298.0       149.0         nan         nan         nan         nan         nan         nan
       299.0       149.5  157.642365    45.67865    4.960634   12.075768   14.595283    3.465872
       300.0       150.0  157.725952   44.131809    5.499882    23.34403   14.812274    4.630639
       301.0       150.5  157.021027   43.818829    3.707671   14.739917   13.718189     8.40658
       302.0       151.0  158.453217   44.549068    3.879124   12.882065   15.505653    5.788578
       303.0       151.5  158.803299   45.289257    3.458522    9.481784    6.792181   -1.020806
       304.0       152.0  158.086044   44.334774    4.754656   14.861767   14.212125     6.06557
       305.0       152.5   157.94696   44.569542    4.187004   14.771941   14.438107    5.768307
       306.0       153.0   159.13826   44.852467     3.89672   15.403249    8.352977    4.292955
       307.0       153.5  159.296921   45.375866    4.212203   13.558998   11.558411    3.632158
       308.0       154.0  159.346619   45.334976    4.447822   20.039396    7.654093    0.832072
       309.0       154.5  159.125748    45.05685    4.783135   14.848517   10.898585   -0.177514
       310.0       155.0  158.236115   45.293209    4.633213     10.7137   11.311159    1.006193
       311.0       155.5  157.535263   45.190063    5.388194    10.89539   16.293098    1.348182
       312.0       156.0  159.045792   45.189316    4.175416   12.115218   10.198491   -1.345952
       313.0       156.5  158.588379   45.044155    6.119782   15.276879   18.786148    3.529255
       314.0       157.0  158.249619   45.173328    5.726685   18.450674   13.820975   -0.120299
       315.0       157.5   158.45813    45.68259    4.603399   11.689387   12.019098    3.000797
       316.0       158.0  159.665466   46.036095    6.309747   14.820442   17.074884    1.097488
       317.0       158.5  160.395935   45.837593      2.5045    8.519464    5.150551    0.930248
       318.0       159.0  159.847412   45.547337    3.636455   11.164536   10.188988   -0.758099
       319.0       159.5   159.66124   46.531296    3.773476    9.507374   11.546302   -0.175489
#-----------------------------------------------------------------------------------------------
# experiment: ./TRAJECTORIES
# path: /Users/andreapicco/Google Drive/RESEARCH/TRACKING/Automated_Tracking/TEST/AP2_MOVIE_2/./TRAJECTORIES
# file: trajectory_000585.txt
# dataset: Traj_3_Macro_pDC_Left_Mid_AP2_GFP_LP_fr_600_i_0.5_Airyscan Processing_BG_BL_JTC.txt
# t_unit: s
# delta_t: 0.5
# coord_unit: pxl
# intensity_normalisation: None
# eccentricity_pval: 0.19129389483952985
# eccentricity_R: 0.5618651123068433
